experimento,malla,volfrac,penal,rmin,c_uniforme,c_simp,reduccion_vs_uniforme_pct,beta1_base,beta1_invariante,n_configs_beta1,mu_alpha,he2a_cumple,he2b_cumple
H.E.2_corregida,60×30,0.5,3.0,2.4,1431.062889576311,329.7747758491002,76.95595502817243,4,False,11,329.7987758491002,True,False
